#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads
k127_1090078 flag=0 multi=98.7938 len=1160	0.00024	0.03473	0.00003	0.00428	262	33
k127_5427221 flag=1 multi=31.0000 len=2645	0.00024	0.03258	0.00002	0.00263	262	22
k127_4892114 flag=0 multi=59.8329 len=2664	0.00024	0.03192	0.00002	0.00215	262	19
k127_825502 flag=1 multi=15.0000 len=5439	0.00024	0.03421	0.00001	0.00119	262	11
k127_1602791 flag=1 multi=25.6857 len=5272	0.00024	0.03439	0.00001	0.00101	262	8
k127_240316 flag=1 multi=88.0000 len=2825	0.00024	0.03298	0.00001	0.00061	262	7
k127_4153119 flag=0 multi=122.1826 len=3830	0.00024	0.03374	0.00001	0.00078	262	6
k127_680199 flag=1 multi=51.0000 len=6970	0.00024	0.03338	0.00000	0.00032	262	5
k127_3390939 flag=1 multi=59.6115 len=3767	0.00024	0.03463	0.00000	0.00021	262	4
k127_2793887 flag=1 multi=22.0000 len=6074	0.00024	0.03471	0.00000	0.00035	262	4
k127_2998474 flag=1 multi=15.0000 len=7986	0.00024	0.03381	0.00000	0.00017	262	3
k127_2342847 flag=1 multi=120.0000 len=5594	0.00024	0.03378	0.00000	0.00036	262	3
k127_5531714 flag=1 multi=95.8638 len=4313	0.00024	0.03243	0.00000	0.00028	262	2
k127_5224639 flag=1 multi=66.0000 len=3689	0.00024	0.03442	0.00000	0.00020	262	2
k127_5757515 flag=1 multi=144.8891 len=3031	0.00024	0.03353	0.00000	0.00012	262	1
k127_2385002 flag=0 multi=36.9496 len=3184	0.00024	0.03374	0.00000	0.00004	262	1
k127_5142104 flag=1 multi=14.0000 len=8597	0.00024	0.03468	0.00000	0.00000	262	0
k127_504373 flag=1 multi=38.9276 len=6964	0.00024	0.03397	0.00000	0.00000	262	0
k127_4265464 flag=0 multi=31.3768 len=5031	0.00024	0.03613	0.00000	0.00000	262	0
k127_4005857 flag=1 multi=25.0000 len=3718	0.00024	0.03425	0.00000	0.00000	262	0
k127_3331293 flag=0 multi=81.0000 len=1041	0.00024	0.03162	0.00000	0.00000	262	0
k127_3327810 flag=1 multi=26.5761 len=6936	0.00024	0.03429	0.00000	0.00000	262	0
k127_155120 flag=0 multi=18.0159 len=3275	0.00024	0.03371	0.00000	0.00000	262	0
k127_2562490 flag=0 multi=177.0315 len=1017	0.00024	0.03249	0.00002	0.00252	261	23
k127_5429738 flag=1 multi=42.0000 len=3411	0.00024	0.03181	0.00002	0.00241	261	21
k127_2612927 flag=1 multi=29.0000 len=3534	0.00024	0.03344	0.00001	0.00080	261	7
k127_3568415 flag=1 multi=175.0000 len=2525	0.00024	0.03321	0.00000	0.00043	261	5
k127_1593425 flag=0 multi=86.3372 len=5035	0.00024	0.03643	0.00000	0.00053	261	4
k127_4903069 flag=1 multi=73.5007 len=2795	0.00024	0.03381	0.00000	0.00041	261	3
k127_4505102 flag=1 multi=57.0000 len=3232	0.00024	0.03287	0.00000	0.00025	261	2
k127_3749177 flag=0 multi=88.1026 len=3430	0.00024	0.03452	0.00000	0.00025	261	2
k127_2961337 flag=1 multi=39.8469 len=3818	0.00024	0.03513	0.00000	0.00013	261	2
k127_1782192 flag=1 multi=51.6279 len=5473	0.00024	0.03517	0.00000	0.00006	261	1
k127_471019 flag=0 multi=54.0000 len=5245	0.00024	0.03443	0.00000	0.00000	261	0
k127_4614516 flag=1 multi=102.0000 len=3038	0.00024	0.03383	0.00000	0.00000	261	0
